Artist,Last Updated,Region Name,Play Count,Unique Listeners
Sambassadeur,1/16/2026 7:46:15 PM,OH,2,2
Sam Brown,1/16/2026 7:46:15 PM,OH,1,1
Sam Bush,1/16/2026 7:46:15 PM,OH,6,6
Sam Cooke,1/16/2026 7:46:15 PM,OH,116,25
Sam & Dave,1/16/2026 7:46:15 PM,OH,8,5
Sami Saari,1/16/2026 7:46:15 PM,OH,3,1
Sami Yusuf,1/16/2026 7:46:15 PM,OH,1,1
Sammie Featuring J.T. Money,1/16/2026 7:46:15 PM,OH,2,2
Sammie Featuring Lloyd Of N'Toon,1/16/2026 7:46:15 PM,OH,1,1
Sammy Kershaw,1/16/2026 7:46:15 PM,OH,2,2
Sam Paglia,1/16/2026 7:46:15 PM,OH,2,2
Sam Roberts,1/16/2026 7:46:15 PM,OH,3,3
Sam Sparro,1/16/2026 7:46:15 PM,OH,6,6
Sam the Kid,1/16/2026 7:46:15 PM,OH,1,1
Sam The Sham & The Pharaohs,1/16/2026 7:46:15 PM,OH,3,2
Samuel L Session,1/16/2026 7:46:15 PM,OH,1,1
SAMULI PUTRO,1/16/2026 7:46:15 PM,OH,1,1
Samy Deluxe,1/16/2026 7:46:15 PM,OH,9,7
Sanalejo,1/16/2026 7:46:15 PM,OH,4,3
Sanctuary,1/16/2026 7:46:15 PM,OH,2,2
Sanctus Real,1/16/2026 7:46:15 PM,OH,16,10
Sander Kleinenberg,1/16/2026 7:46:15 PM,OH,2,2
Sander Van Doorn,1/16/2026 7:46:15 PM,OH,1,1
Sandie Shaw,1/16/2026 7:46:15 PM,OH,2,2
Sandi Thom,1/16/2026 7:46:15 PM,OH,2,2
Sandra,1/16/2026 7:46:15 PM,OH,1,1
Sandrine,1/16/2026 7:46:15 PM,OH,1,1
Sandy Denny,1/16/2026 7:46:15 PM,OH,1,1
Sangre Azul,1/16/2026 7:46:15 PM,OH,7,5
Sanne Salomonsen,1/16/2026 7:46:15 PM,OH,2,2
Sanseverino,1/16/2026 7:46:15 PM,OH,1,1
Santana,1/16/2026 7:46:15 PM,OH,5,5
Santana Featuring Chad Kroeger,1/16/2026 7:46:15 PM,OH,3,3
Santana featuring Eric Clapton,1/16/2026 7:46:15 PM,OH,1,1
Santana featuring Mana,1/16/2026 7:46:15 PM,OH,1,1
Santiago Nino,1/16/2026 7:46:15 PM,OH,1,1
Santigold,1/16/2026 7:46:15 PM,OH,9,8
Santogold,1/16/2026 7:46:15 PM,OH,18,10
Saosin,1/16/2026 7:46:15 PM,OH,10,7
Sara Bareilles,1/16/2026 7:46:15 PM,OH,36,17
Sara Groves,1/16/2026 7:46:15 PM,OH,1,1
Sarah,1/16/2026 7:46:15 PM,OH,1,1
Sarah Blasko,1/16/2026 7:46:15 PM,OH,1,1
Sarah Borges and the Broken Singles,1/16/2026 7:46:15 PM,OH,2,2
Sarah Cracknell,1/16/2026 7:46:15 PM,OH,1,1
Sarah Masen,1/16/2026 7:46:15 PM,OH,1,1
Sarah McLachlan,1/16/2026 7:46:15 PM,OH,10,8
Sara Melson,1/16/2026 7:46:15 PM,OH,1,1
Saratoga,1/16/2026 7:46:15 PM,OH,1,1
Sarina Paris,1/16/2026 7:46:15 PM,OH,1,1
Sascha Funke,1/16/2026 7:46:15 PM,OH,1,1
Sash!,1/16/2026 7:46:15 PM,OH,6,6
Sash! Featuring Stunt,1/16/2026 7:46:15 PM,OH,1,1
Sass Jordan,1/16/2026 7:46:15 PM,OH,1,1
Satanic Surfers,1/16/2026 7:46:15 PM,OH,2,2
Satanic Surfers / Ten Foot Pole,1/16/2026 7:46:15 PM,OH,1,1
Satchel,1/16/2026 7:46:15 PM,OH,2,2
Satish Vyas,1/16/2026 7:46:15 PM,OH,2,2
Sa Trincha,1/16/2026 7:46:15 PM,OH,4,4
Sauce Money Featuring Bam-Bue,1/16/2026 7:46:15 PM,OH,1,1
Sauce Money Featuring Jay-Z,1/16/2026 7:46:15 PM,OH,1,1
SAUCE MONEY FEATURING MAVERICK,1/16/2026 7:46:15 PM,OH,1,1
Sauce Money Featuring Memphis Bleek,1/16/2026 7:46:15 PM,OH,14,10
Savage Garden,1/16/2026 7:46:15 PM,OH,5,5
Savatage,1/16/2026 7:46:15 PM,OH,5,5
Savath Y Savalas,1/16/2026 7:46:15 PM,OH,2,2
Save Ferris,1/16/2026 7:46:15 PM,OH,2,2
Saves The Day,1/16/2026 7:46:15 PM,OH,6,5
Saving Abel,1/16/2026 7:46:15 PM,OH,5,5
Savoy Brown,1/16/2026 7:46:15 PM,OH,2,2
Say Anything,1/16/2026 7:46:15 PM,OH,13,8
Saybia,1/16/2026 7:46:15 PM,OH,6,4
Say Hi,1/16/2026 7:46:15 PM,OH,2,2
Say Hi To Your Mom,1/16/2026 7:46:15 PM,OH,12,8
Say It Twice,1/16/2026 7:46:15 PM,OH,1,1
Scandinavian Music Group,1/16/2026 7:46:15 PM,OH,11,8
Scanners,1/16/2026 7:46:15 PM,OH,1,1
Scarlet,1/16/2026 7:46:15 PM,OH,2,2
Scarlett Johansson,1/16/2026 7:46:15 PM,OH,3,2
Scars On Broadway,1/16/2026 7:46:15 PM,OH,5,5
Scar Symmetry,1/16/2026 7:46:15 PM,OH,4,4
Scarve,1/16/2026 7:46:15 PM,OH,1,1
Scatman John,1/16/2026 7:46:15 PM,OH,2,2
Schneider Tm,1/16/2026 7:46:15 PM,OH,1,1
School Of Fish,1/16/2026 7:46:15 PM,OH,5,4
School Of Seven Bells,1/16/2026 7:46:15 PM,OH,1,1
Schweisser,1/16/2026 7:46:15 PM,OH,2,2
Scissors For Lefty,1/16/2026 7:46:15 PM,OH,2,2
Scissor Sisters,1/16/2026 7:46:15 PM,OH,18,13
S Club,1/16/2026 7:46:15 PM,OH,1,1
S Club 7,1/16/2026 7:46:15 PM,OH,8,7
Scooter,1/16/2026 7:46:15 PM,OH,18,13
Scorpions,1/16/2026 7:46:15 PM,OH,6,5
Scott H. Biram,1/16/2026 7:46:15 PM,OH,1,1
Scott Henderson,1/16/2026 7:46:15 PM,OH,1,1
Scottish Chamber Orchestra/Jukka-Pekka Saraste,1/16/2026 7:46:15 PM,OH,4,4
Scott Krippayne,1/16/2026 7:46:15 PM,OH,1,1
Scott Matthews,1/16/2026 7:46:15 PM,OH,3,2
Scott Miller & The Commonwealth,1/16/2026 7:46:15 PM,OH,1,1
Scott Stapp,1/16/2026 7:46:15 PM,OH,1,1
Scott Walker,1/16/2026 7:46:15 PM,OH,7,7
Scott Wesley Brown,1/16/2026 7:46:15 PM,OH,1,1
Scouting for Girls,1/16/2026 7:46:15 PM,OH,7,6
Scout Niblett,1/16/2026 7:46:15 PM,OH,1,1
Screaming Jay Hawkins,1/16/2026 7:46:15 PM,OH,3,3
Screamin Jay Hawkins,1/16/2026 7:46:15 PM,OH,1,1
Screamin' Jay Hawkins,1/16/2026 7:46:15 PM,OH,6,6
Screeching Weasel,1/16/2026 7:46:15 PM,OH,2,1
Scritti Politti,1/16/2026 7:46:15 PM,OH,1,1
Seabound,1/16/2026 7:46:15 PM,OH,1,1
Seal,1/16/2026 7:46:15 PM,OH,13,9
Seals and Crofts,1/16/2026 7:46:15 PM,OH,1,1
Seamus Haji,1/16/2026 7:46:15 PM,OH,1,1
Sean Kingston,1/16/2026 7:46:15 PM,OH,1,1
Sean Kingston and Justin Bieber,1/16/2026 7:46:15 PM,OH,33,15
Sean Lennon,1/16/2026 7:46:15 PM,OH,1,1
Sean Paul,1/16/2026 7:46:15 PM,OH,23,11
Sean Watkins,1/16/2026 7:46:15 PM,OH,1,1
Sea Wolf,1/16/2026 7:46:15 PM,OH,15,8
Sebadoh,1/16/2026 7:46:15 PM,OH,3,2
Sebastian Bach,1/16/2026 7:46:15 PM,OH,1,1
Sebastian Brandt,1/16/2026 7:46:15 PM,OH,2,1
Sebastien Tellier,1/16/2026 7:46:15 PM,OH,6,5
Sebo K & Metro,1/16/2026 7:46:15 PM,OH,1,1
Secondhand Serenade,1/16/2026 7:46:15 PM,OH,10,9
Second Hand Serenade,1/16/2026 7:46:15 PM,OH,12,9
Secos And Molhados,1/16/2026 7:46:15 PM,OH,1,1
Secret Garden,1/16/2026 7:46:15 PM,OH,12,9
Secret Machines,1/16/2026 7:46:15 PM,OH,7,5
Secret Service,1/16/2026 7:46:15 PM,OH,3,3
Seeed,1/16/2026 7:46:15 PM,OH,7,5
Seeed feat. Black Kappa,1/16/2026 7:46:15 PM,OH,1,1
Seeed's Pharaoh Riddim Feat. General Degree,1/16/2026 7:46:15 PM,OH,1,1
Seefeel,1/16/2026 7:46:15 PM,OH,1,1
Seguridad Social,1/16/2026 7:46:15 PM,OH,2,1
Seine,1/16/2026 7:46:15 PM,OH,8,8
Selah,1/16/2026 7:46:15 PM,OH,6,6
Selena,1/16/2026 7:46:15 PM,OH,28,12
Selena Gomez,1/16/2026 7:46:15 PM,OH,2,2
Selena Gomez & The Scene,1/16/2026 7:46:15 PM,OH,16,13
Selena Y Los Dinos,1/16/2026 7:46:15 PM,OH,3,3
Semisonic,1/16/2026 7:46:15 PM,OH,4,4
Sense Field,1/16/2026 7:46:15 PM,OH,5,5
Senser,1/16/2026 7:46:15 PM,OH,2,2
Senses Fail,1/16/2026 7:46:15 PM,OH,8,6
Sensor,1/16/2026 7:46:15 PM,OH,1,1
Sensory Savage,1/16/2026 7:46:15 PM,OH,1,1
Sentenced,1/16/2026 7:46:15 PM,OH,2,2
Sentidos Opuestos,1/16/2026 7:46:15 PM,OH,4,2
September,1/16/2026 7:46:15 PM,OH,4,4
Sepultura,1/16/2026 7:46:15 PM,OH,9,8
Serena Ryder,1/16/2026 7:46:15 PM,OH,2,2
Serge Devant,1/16/2026 7:46:15 PM,OH,1,1
Serge Devant feat. Emma Hewitt,1/16/2026 7:46:15 PM,OH,1,1
Sergent Garcia,1/16/2026 7:46:15 PM,OH,2,2
Sergio Caputo,1/16/2026 7:46:15 PM,OH,1,1
Sergio Contreras,1/16/2026 7:46:15 PM,OH,2,2
Sergio Dalma,1/16/2026 7:46:15 PM,OH,2,2
Sergio Denis,1/16/2026 7:46:15 PM,OH,1,1
Sergio Mendes,1/16/2026 7:46:15 PM,OH,2,2
Sergio Mendes & Brasil '66,1/16/2026 7:46:15 PM,OH,2,2
Sergio Tiempo,1/16/2026 7:46:15 PM,OH,1,1
Sergio Vargas,1/16/2026 7:46:15 PM,OH,2,2
Serj Tankian,1/16/2026 7:46:15 PM,OH,10,9
Serrat & Sabina,1/16/2026 7:46:15 PM,OH,1,1
Seru Giran,1/16/2026 7:46:15 PM,OH,4,3
Seth Lakeman,1/16/2026 7:46:15 PM,OH,1,1
Set Your Goals,1/16/2026 7:46:15 PM,OH,2,2
Seu Jorge,1/16/2026 7:46:15 PM,OH,14,12
Sevendust,1/16/2026 7:46:15 PM,OH,6,6
Seven Mary Three,1/16/2026 7:46:15 PM,OH,1,1
Seventh Day Slumber,1/16/2026 7:46:15 PM,OH,6,4
Seventh Key,1/16/2026 7:46:15 PM,OH,1,1
Seventh Star,1/16/2026 7:46:15 PM,OH,2,1
Seven Witches,1/16/2026 7:46:15 PM,OH,1,1
Severed Savior,1/16/2026 7:46:15 PM,OH,1,1
Severe Torture,1/16/2026 7:46:15 PM,OH,3,3
Sev Statik,1/16/2026 7:46:15 PM,OH,5,3
S.e.x.appeal,1/16/2026 7:46:15 PM,OH,2,2
Sexion d'Assaut,1/16/2026 7:46:15 PM,OH,2,2
Sex Pistols,1/16/2026 7:46:15 PM,OH,8,7
S'Express,1/16/2026 7:46:15 PM,OH,1,1
Sexy Sadie,1/16/2026 7:46:15 PM,OH,3,3
Sexy sushi,1/16/2026 7:46:15 PM,OH,1,1
Sezen Aksu,1/16/2026 7:46:15 PM,OH,2,2
SFDK,1/16/2026 7:46:15 PM,OH,2,2
Shabba Ranks Featuring Maxi Priest,1/16/2026 7:46:15 PM,OH,1,1
Shadow Dancer,1/16/2026 7:46:15 PM,OH,1,1
Shadows Fall,1/16/2026 7:46:15 PM,OH,6,6
Shadowy Men on a Shadowy Planet,1/16/2026 7:46:15 PM,OH,1,1
Shaggy,1/16/2026 7:46:15 PM,OH,20,14
Shaggy / Brian & Tony Gold,1/16/2026 7:46:15 PM,OH,9,6
Shaggy Feat. Gary Nesta Pine,1/16/2026 7:46:15 PM,OH,1,1
Shaggy Featuring Rayvon,1/16/2026 7:46:15 PM,OH,3,2
Shaggy / Nicole Scherzinger,1/16/2026 7:46:15 PM,OH,1,1
Shaggy / Ricardo Ducent,1/16/2026 7:46:15 PM,OH,9,8
Shaggy / Samantha Cole,1/16/2026 7:46:15 PM,OH,21,12
Shaggy / Trix & Flix,1/16/2026 7:46:15 PM,OH,1,1
Shai,1/16/2026 7:46:15 PM,OH,3,3
Shaila DÃÂºrcal,1/16/2026 7:46:15 PM,OH,1,1
Shakira,1/16/2026 7:46:15 PM,OH,96,24
Shakira;Artista Invitado Alejandro Sanz,1/16/2026 7:46:15 PM,OH,2,2
Shakira Featuring Wyclef Jean,1/16/2026 7:46:15 PM,OH,17,11
Shakira ft. Wyclef Jean,1/16/2026 7:46:15 PM,OH,13,9
Shalamar,1/16/2026 7:46:15 PM,OH,2,2
Sham 69,1/16/2026 7:46:15 PM,OH,3,3
Shamen,1/16/2026 7:46:15 PM,OH,1,1
Shampoo,1/16/2026 7:46:15 PM,OH,2,2
Sha Na Na,1/16/2026 7:46:15 PM,OH,1,1
Shana Vanguarde,1/16/2026 7:46:15 PM,OH,1,1
Shane Fenton & The Fentones,1/16/2026 7:46:15 PM,OH,1,1
Shane Jackman,1/16/2026 7:46:15 PM,OH,1,1
Shane MacGowan And The Popes,1/16/2026 7:46:15 PM,OH,3,3
Shangri Las,1/16/2026 7:46:15 PM,OH,2,2
Shania Twain,1/16/2026 7:46:15 PM,OH,41,17
Shania Twain / Billy Currington,1/16/2026 7:46:15 PM,OH,5,5
Shannon,1/16/2026 7:46:15 PM,OH,2,1
Shantel,1/16/2026 7:46:15 PM,OH,14,7
Sharam Jey,1/16/2026 7:46:15 PM,OH,1,1
Sharleen Spiteri,1/16/2026 7:46:15 PM,OH,1,1
Sharon Jones & The Dap-Kings,1/16/2026 7:46:15 PM,OH,6,5
Sharon Kam,1/16/2026 7:46:15 PM,OH,1,1
Shawn Colvin,1/16/2026 7:46:15 PM,OH,9,7
Shawn Lee feat. Nino Moschella,1/16/2026 7:46:15 PM,OH,1,1
Shawn McDonald,1/16/2026 7:46:15 PM,OH,10,8
Shawnna,1/16/2026 7:46:15 PM,OH,1,1
Shawnna / Johnny P / Syleena Johnson,1/16/2026 7:46:15 PM,OH,1,1
Shawnna / Ludacris / Bobby Valentino,1/16/2026 7:46:15 PM,OH,1,1
Shayne Ward,1/16/2026 7:46:15 PM,OH,2,2
Shearwater,1/16/2026 7:46:15 PM,OH,10,8
Sheavy,1/16/2026 7:46:15 PM,OH,1,1
Shed Seven,1/16/2026 7:46:15 PM,OH,1,1
Sheena Easton,1/16/2026 7:46:15 PM,OH,56,17
She & Him,1/16/2026 7:46:15 PM,OH,36,17
Sheila Chandra,1/16/2026 7:46:15 PM,OH,1,1
Sheila E,1/16/2026 7:46:15 PM,OH,2,1
Sheila Walsh,1/16/2026 7:46:15 PM,OH,1,1
Shelley Fabares,1/16/2026 7:46:15 PM,OH,1,1
Shel Silverstein,1/16/2026 7:46:15 PM,OH,1,1
Sheryfa Luna,1/16/2026 7:46:15 PM,OH,1,1
Sheryl Crow,1/16/2026 7:46:15 PM,OH,26,15
Sheryl Crow / Chrissie Hynde,1/16/2026 7:46:15 PM,OH,1,1
She Wants Revenge,1/16/2026 7:46:15 PM,OH,8,6
Shifty,1/16/2026 7:46:15 PM,OH,8,8
Shinedown,1/16/2026 7:46:15 PM,OH,58,16
Shinehead,1/16/2026 7:46:15 PM,OH,1,1
Shinichi Osawa,1/16/2026 7:46:15 PM,OH,1,1
Shiny Toy Guns,1/16/2026 7:46:15 PM,OH,10,8
Shione Yukawa,1/16/2026 7:46:15 PM,OH,2,2
Shirelles,1/16/2026 7:46:15 PM,OH,2,2
Shirley Caesar,1/16/2026 7:46:15 PM,OH,1,1
Shirley & Lee,1/16/2026 7:46:15 PM,OH,1,1
Shooter Jennings,1/16/2026 7:46:15 PM,OH,1,1
Shop Boyz,1/16/2026 7:46:15 PM,OH,4,4
Shop Boyz / Lil Wayne / Chamillionaire,1/16/2026 7:46:15 PM,OH,2,2
Shotta,1/16/2026 7:46:15 PM,OH,2,2
Shout Out Louds,1/16/2026 7:46:15 PM,OH,10,8
Showaddywaddy,1/16/2026 7:46:15 PM,OH,4,4
Showbread,1/16/2026 7:46:15 PM,OH,4,3
Showtek,1/16/2026 7:46:15 PM,OH,6,6
Showtek feat. MC Stretch,1/16/2026 7:46:15 PM,OH,1,1
Shpongle,1/16/2026 7:46:15 PM,OH,13,8
Shriekback,1/16/2026 7:46:15 PM,OH,2,2
Shuggie Otis,1/16/2026 7:46:15 PM,OH,3,3
Shugo Tokumaru,1/16/2026 7:46:15 PM,OH,1,1
Shunza,1/16/2026 7:46:15 PM,OH,2,2
Shwayze,1/16/2026 7:46:15 PM,OH,6,5
Shy'm,1/16/2026 7:46:15 PM,OH,2,2
Sia,1/16/2026 7:46:15 PM,OH,33,15
Sian Alice Group,1/16/2026 7:46:15 PM,OH,1,1
Sick Of It All,1/16/2026 7:46:15 PM,OH,5,2
Sick Of Sarah,1/16/2026 7:46:15 PM,OH,1,1
Sick Puppies,1/16/2026 7:46:15 PM,OH,35,19
Sidestepper,1/16/2026 7:46:15 PM,OH,6,5
Sidewalk Prophets,1/16/2026 7:46:15 PM,OH,4,4
Sidewinder,1/16/2026 7:46:15 PM,OH,1,1
Sidney Polak,1/16/2026 7:46:15 PM,OH,3,3
Sidney Polak feat. EastWestRockers,1/16/2026 7:46:15 PM,OH,1,1
Sidney Samson,1/16/2026 7:46:15 PM,OH,7,6
Sido,1/16/2026 7:46:15 PM,OH,3,3
Sied Van Riel,1/16/2026 7:46:15 PM,OH,1,1
Sielun Veljet,1/16/2026 7:46:15 PM,OH,2,2
Sierra Leone Refugee All Stars,1/16/2026 7:46:15 PM,OH,2,2
Sierra Maestra,1/16/2026 7:46:15 PM,OH,2,2
Signal The Escape,1/16/2026 7:46:15 PM,OH,1,1
Sigue Sigue Sputnik,1/16/2026 7:46:15 PM,OH,1,1
Sigur RÃÂ³s,1/16/2026 7:46:15 PM,OH,16,10
Sigur Ros,1/16/2026 7:46:15 PM,OH,13,9
Sikth,1/16/2026 7:46:15 PM,OH,4,3
Silbermond,1/16/2026 7:46:15 PM,OH,1,1
Sileas,1/16/2026 7:46:15 PM,OH,1,1
Silentium,1/16/2026 7:46:15 PM,OH,3,3
Silhouette Brown,1/16/2026 7:46:15 PM,OH,3,3
Silicon Dream,1/16/2026 7:46:15 PM,OH,1,1
Silicone Soul,1/16/2026 7:46:15 PM,OH,1,1
Silicon Teens,1/16/2026 7:46:15 PM,OH,2,2
Silje Nergaard,1/16/2026 7:46:15 PM,OH,2,2
Silje Nes,1/16/2026 7:46:15 PM,OH,1,1
Silk,1/16/2026 7:46:15 PM,OH,7,6
Silkie Vs Mizz Beats,1/16/2026 7:46:15 PM,OH,1,1
Silly Sisters,1/16/2026 7:46:15 PM,OH,2,2
Silvain Vanot,1/16/2026 7:46:15 PM,OH,4,3
Silver,1/16/2026 7:46:15 PM,OH,1,1
Silver Apples,1/16/2026 7:46:15 PM,OH,1,1
Silverchair,1/16/2026 7:46:15 PM,OH,18,10
Silverio,1/16/2026 7:46:15 PM,OH,1,1
Silver Pozolli,1/16/2026 7:46:15 PM,OH,1,1
Silverstein,1/16/2026 7:46:15 PM,OH,16,11
Silversun Pickups,1/16/2026 7:46:15 PM,OH,39,16
Silvina Garre,1/16/2026 7:46:15 PM,OH,2,2
Silvio RodrÃÂ­guez,1/16/2026 7:46:15 PM,OH,13,11
Silvio Rodriguez,1/16/2026 7:46:15 PM,OH,1,1
Simian,1/16/2026 7:46:15 PM,OH,1,1
Simian Mobile Disco,1/16/2026 7:46:15 PM,OH,23,13
SIMM,1/16/2026 7:46:15 PM,OH,2,1
Simon Dupree & The Big Sound,1/16/2026 7:46:15 PM,OH,2,2
Simon & Garfunkel,1/16/2026 7:46:15 PM,OH,16,8
Simon Giles,1/16/2026 7:46:15 PM,OH,1,1
Simon Harris,1/16/2026 7:46:15 PM,OH,30,18
Simon Webbe,1/16/2026 7:46:15 PM,OH,5,5
Simple Minds,1/16/2026 7:46:15 PM,OH,17,10
Simple Plan,1/16/2026 7:46:15 PM,OH,25,18
Simply Red,1/16/2026 7:46:15 PM,OH,5,5
SinÃÂ©ad O'Connor,1/16/2026 7:46:15 PM,OH,1,1
Sin Animo De Lucro,1/16/2026 7:46:15 PM,OH,1,1
Sin Bandera,1/16/2026 7:46:15 PM,OH,14,10
Sin Bandera Featuring Vico C,1/16/2026 7:46:15 PM,OH,1,1
Since October,1/16/2026 7:46:15 PM,OH,1,1
SINERGY,1/16/2026 7:46:15 PM,OH,2,2
Sing It Loud,1/16/2026 7:46:15 PM,OH,2,2
Single File,1/16/2026 7:46:15 PM,OH,2,2
Single Gun Theory,1/16/2026 7:46:15 PM,OH,1,1
Siniestro Total,1/16/2026 7:46:15 PM,OH,4,4
Sinik,1/16/2026 7:46:15 PM,OH,1,1
Sintax the Terrific,1/16/2026 7:46:15 PM,OH,1,1
sin with sebastian,1/16/2026 7:46:15 PM,OH,2,2
Siori,1/16/2026 7:46:15 PM,OH,2,2
Siouxsie And The Banshees,1/16/2026 7:46:15 PM,OH,3,3
Sir Charles Groves/ Royal Liverpool PH,1/16/2026 7:46:15 PM,OH,2,2
Sir Charles Jones,1/16/2026 7:46:15 PM,OH,2,2
Sir Elwoodin Hiljaiset Varit,1/16/2026 7:46:15 PM,OH,2,2
Sirenia,1/16/2026 7:46:15 PM,OH,4,4
Sir Mix-A-Lot,1/16/2026 7:46:15 PM,OH,2,2
Sir Neville Marriner/Academy of St Martin-in-the-Fields,1/16/2026 7:46:15 PM,OH,1,1
Sir Samuel,1/16/2026 7:46:15 PM,OH,2,2
Sir Thomas Beecham/Royal Philharmonic Orchestra,1/16/2026 7:46:15 PM,OH,1,1
Sisqo,1/16/2026 7:46:15 PM,OH,3,2
Sister Hazel,1/16/2026 7:46:15 PM,OH,11,8
Sister Nancy,1/16/2026 7:46:15 PM,OH,1,1
Sister Rosetta Tharpe,1/16/2026 7:46:15 PM,OH,1,1
Sister Sledge,1/16/2026 7:46:15 PM,OH,2,2
Sisters Of Mercy,1/16/2026 7:46:15 PM,OH,3,3
SITD,1/16/2026 7:46:15 PM,OH,1,1
Sivert HÃÂ¸yem,1/16/2026 7:46:15 PM,OH,1,1
Six Feet Under,1/16/2026 7:46:15 PM,OH,1,1
Sixteen Horsepower,1/16/2026 7:46:15 PM,OH,3,3
Sixx A.M.,1/16/2026 7:46:15 PM,OH,3,3
Sizzla,1/16/2026 7:46:15 PM,OH,4,3
Skalpel,1/16/2026 7:46:15 PM,OH,4,3
Skank,1/16/2026 7:46:15 PM,OH,1,1
Skankin' Pickle,1/16/2026 7:46:15 PM,OH,2,1
Skaos,1/16/2026 7:46:15 PM,OH,1,1
Ska-P,1/16/2026 7:46:15 PM,OH,11,8
Skeeter Davis,1/16/2026 7:46:15 PM,OH,1,1
Skeewiff,1/16/2026 7:46:15 PM,OH,2,2
Skeletonwitch,1/16/2026 7:46:15 PM,OH,5,4
Skepta,1/16/2026 7:46:15 PM,OH,1,1
Skepta ft. Giggs,1/16/2026 7:46:15 PM,OH,1,1
Skiantos,1/16/2026 7:46:15 PM,OH,1,1
Skid Row,1/16/2026 7:46:15 PM,OH,8,7
Skids,1/16/2026 7:46:15 PM,OH,4,4
Skillet,1/16/2026 7:46:15 PM,OH,78,22
"Skillz / Missy ""Misdemeanor"" Elliott / Kandi",1/16/2026 7:46:15 PM,OH,1,1
Skindred,1/16/2026 7:46:15 PM,OH,11,8
Skinlab,1/16/2026 7:46:15 PM,OH,3,3
Skinnerbox,1/16/2026 7:46:15 PM,OH,1,1
Skinny Puppy,1/16/2026 7:46:15 PM,OH,1,1
Skint & Demoralised,1/16/2026 7:46:15 PM,OH,2,2
Skip James,1/16/2026 7:46:15 PM,OH,1,1
Skizoo,1/16/2026 7:46:15 PM,OH,1,1
SKOLD vs. KMFDM,1/16/2026 7:46:15 PM,OH,2,2
Skream,1/16/2026 7:46:15 PM,OH,19,13
Skunk Anansie,1/16/2026 7:46:15 PM,OH,15,12
Skunk D.F.,1/16/2026 7:46:15 PM,OH,2,2
Skye,1/16/2026 7:46:15 PM,OH,1,1
Skye Sweetnam,1/16/2026 7:46:15 PM,OH,4,3
Slacker,1/16/2026 7:46:15 PM,OH,1,1
Slade,1/16/2026 7:46:15 PM,OH,2,2
Slagsmalsklubben,1/16/2026 7:46:15 PM,OH,1,1
Slaid Cleaves,1/16/2026 7:46:15 PM,OH,2,2
Slapp Happy,1/16/2026 7:46:15 PM,OH,1,1
Slash,1/16/2026 7:46:15 PM,OH,13,11
Slash's Snakepit,1/16/2026 7:46:15 PM,OH,2,2
Slave,1/16/2026 7:46:15 PM,OH,1,1
Slayer,1/16/2026 7:46:15 PM,OH,11,9
Sleater-kinney,1/16/2026 7:46:15 PM,OH,13,10
Sleep,1/16/2026 7:46:15 PM,OH,5,5
Sleeping Giant,1/16/2026 7:46:15 PM,OH,1,1
Sleeping With Sirens,1/16/2026 7:46:15 PM,OH,3,3
Sleepy Brown,1/16/2026 7:46:15 PM,OH,1,1
Sleepy Sun,1/16/2026 7:46:15 PM,OH,1,1
Slick Idiot,1/16/2026 7:46:15 PM,OH,1,1
Slick Rick,1/16/2026 7:46:15 PM,OH,4,4
Slick Rick / Doug E. Fresh,1/16/2026 7:46:15 PM,OH,1,1
Slick Shoes,1/16/2026 7:46:15 PM,OH,3,3
Slightly Stoopid,1/16/2026 7:46:15 PM,OH,22,12
Slim Dusty,1/16/2026 7:46:15 PM,OH,12,8
Slim Harpo,1/16/2026 7:46:15 PM,OH,1,1
Slim Smith,1/16/2026 7:46:15 PM,OH,1,1
Slipknot,1/16/2026 7:46:15 PM,OH,65,19
Sloppy Seconds,1/16/2026 7:46:15 PM,OH,1,1
Slow Club,1/16/2026 7:46:15 PM,OH,5,4
Slowdive,1/16/2026 7:46:15 PM,OH,1,1
Slowride,1/16/2026 7:46:15 PM,OH,1,1
Slum Village,1/16/2026 7:46:15 PM,OH,15,10
SLUM VILLAGE FEATURING DWELE,1/16/2026 7:46:15 PM,OH,1,1
Slusnik Luna / Lowland,1/16/2026 7:46:15 PM,OH,1,1
Sly & The Family Stone,1/16/2026 7:46:15 PM,OH,9,8
Small Black,1/16/2026 7:46:15 PM,OH,1,1
Small Leaks Sink Ships,1/16/2026 7:46:15 PM,OH,1,1
Small Sins,1/16/2026 7:46:15 PM,OH,1,1
Small Towns Burn A Little Slower,1/16/2026 7:46:15 PM,OH,1,1
Smash hit combo,1/16/2026 7:46:15 PM,OH,1,1
Smash Mouth,1/16/2026 7:46:15 PM,OH,39,16
Smash Mouth / Ranking Roger,1/16/2026 7:46:15 PM,OH,2,2
Smif-n-Wessun,1/16/2026 7:46:15 PM,OH,3,3
Smile Empty Soul,1/16/2026 7:46:15 PM,OH,10,8
Smoke City,1/16/2026 7:46:15 PM,OH,1,1
Smokey Robinson,1/16/2026 7:46:15 PM,OH,3,3
Smokey Robinson & The Miracles,1/16/2026 7:46:15 PM,OH,9,7
Smokie,1/16/2026 7:46:15 PM,OH,4,4
Smokie Norful,1/16/2026 7:46:15 PM,OH,10,8
Smoking Popes,1/16/2026 7:46:15 PM,OH,1,1
Smut Peddlers,1/16/2026 7:46:15 PM,OH,2,1
SNAP!,1/16/2026 7:46:15 PM,OH,6,5
